unique_id,QC_comments,QC_modal_peak_height,QC_peak_number,modal_peak_repeat,modal_peak_height,index_peak_repeat,index_peak_height,n_peaks_total,n_peaks_analysis_subset,n_peaks_analysis_subset_expansions,min_repeat,max_repeat,mean_repeat,weighted_mean_repeat,median_repeat,max_height,max_delta_neg,max_delta_pos,average_repeat_gain,instabity_index_jml,abs_index,expansion_index,pps_index,som_mos_index,contration_index,percentile_1,percentile_5,percentile_10,percentile_20,percentile_30,percentile_40,percentile_50,percentile_60,percentile_70,percentile_80,percentile_90,percentile_95,percentile_99,expansion_percentile_1,expansion_percentile_5,expansion_percentile_10,expansion_percentile_20,expansion_percentile_30,expansion_percentile_40,expansion_percentile_50,expansion_percentile_60,expansion_percentile_70,expansion_percentile_80,expansion_percentile_90,expansion_percentile_95,expansion_percentile_99,fsa_id,plate_id,well,cell_line,treatment,repeat_positive_control_TF,repeat_positive_control_length,indices_baseline_control_TF,...9,d0_weighted_mean_repeat,weighted_repeat_gain,day,genotype,normalised_gain
20230413_B12.fsa,NA,NA,NA,135.87024744274242,1355,131.87024744274242,903,32,32,24,123.87024744274242,154.87024744274242,139.37024744274242,138.48016976080945,139.37024744274242,1355,-8,23,6.609922318067021,6.609922318067007,7.300195396273174,7.891953277092797,12.647232472324724,12.647232472324724,-2.1337654684737775,-6.650152671755725,-3.3362623762376233,-1.5357435197817189,0.7543233082706767,2.492505854800937,4.071308339709258,5.663540885221305,7.378919397697076,9.258159392789375,11.455036855036857,14.50219378427788,16.937601078167116,20.805579710144926,0,0.020300751879699312,0.8892857142857143,2.4101483216237316,3.807084870848709,5.210652663165792,6.652209492635024,8.2624,9.967172675521823,12.07328859060403,14.957586837294333,17.34845360824742,20.986086956521742,20230413_B12,20230414,B12,CC5,"100 nM
Bran.",NA,NA,NA,NA,133.31509680901274,5.165072951796702,29,WT,0.7759436170172614
20230413_C01.fsa,NA,NA,NA,135.8399014952089,1068,130.8399014952089,925,39,39,27,118.83990149520889,156.8399014952089,137.8399014952089,136.04767851499253,137.8399014952089,1068,-12,26,5.207777019783634,5.207777019783647,7.318779846018907,8.184336198662846,13.705056179775282,13.705056179775282,-3.7723789620341344,-11.098307692307692,-7.533827893175074,-5.031556503198294,-1.8534131736526946,0.42742268041237197,2.4679097154072624,4.4344569288389515,6.40546875,8.586501687289092,11.133033033033035,14.761883408071748,17.850373134328354,23.334651162790692,0,0,0.6654639175257733,2.2217860647693817,3.7433078393881463,5.2265246853823815,6.753417968749999,8.445444319460067,10.324869791666668,12.641196013289036,16.00783699059561,18.888274336283185,23.894767441860456,20230413_C01,20230414,C01,CC6,"100 nM
Bran.",NA,NA,NA,NA,130.22101209127123,5.826666423721292,29,WT,0.8428247826363652
20230413_C02.fsa,NA,NA,NA,135.05427863128486,1164,130.05427863128486,973,40,40,28,118.05427863128486,158.05427863128486,137.57927863128486,136.56959849660473,137.55427863128486,1164,-12,28,6.515319865319867,6.515319865319865,8.156565656565656,9.078702015729986,15.493986254295532,15.493986254295532,-3.523310444524756,-10.602857142857143,-6.455072463768116,-3.9047619047619047,-0.803699897225077,1.4896860986547098,3.571059431524548,5.6490909090909085,7.847235238987816,10.185897435897438,12.790454016298021,16.503211991434693,19.62025316455696,24.398245614035076,0,0,0.9035305343511453,2.61520979020979,4.273797250859108,5.976909090909091,7.757731958762887,9.616260162601625,11.648449197860964,13.963421052631581,17.571683673469387,20.417181467181464,24.798333333333336,20230413_C02,20230414,C02,CC6,"100 nM
Bran.",NA,NA,NA,NA,130.22101209127123,6.348586405333492,29,WT,0.9183202826473196
20230413_C03.fsa,NA,NA,NA,135.1217140702483,1083,130.1217140702483,924,44,44,27,104.12171407024829,156.1217140702483,133.80353225206647,135.66037036828607,134.6217140702483,1083,-26,26,5.538656298037779,5.538656298037798,7.980287548602948,8.628498874588793,14.999076638965835,14.999076638965835,-4.724759405074366,-24.426233766233768,-7.692105263157894,-4.630857142857143,-1.4156108597285062,0.9440000000000016,3.1046533713200386,5.172062904717854,7.2611810261374625,9.406412825651305,11.890210656753409,15.333039647577095,18.296896551724135,23.102558139534874,0,0,0.8294358974358975,2.538328530259366,4.183841181902125,5.785198889916744,7.439012584704744,9.110420841683366,10.937735849056605,13.181191222570535,16.463947368421053,19.159151785714283,23.65965116279069,20230413_C03,20230414,C03,CC6,"100 nM
Bran.",NA,NA,NA,NA,130.22101209127123,5.439358277014833,29,WT,0.7868008264283687
20230413_C04.fsa,NA,NA,NA,144.71440526279702,1094,141.71440526279702,979,38,37,24,126.71440526279702,164.71440526279702,146.66035120874295,145.36755043790984,146.71440526279702,1094,-15,23,3.653145175112826,3.653145175112838,5.971147803233731,6.641984070656888,10.591407678244973,10.591407678244973,-3.496983278745044,-11.34576923076923,-7.267100371747212,-5.0935146443514645,-2.5384803921568624,-0.5618998978549534,1.167809523809524,2.801188299817185,4.471868978805395,6.278224852071008,8.616358024691358,12.086086956521738,15.147772277227723,20.249583333333337,0,0,0.2823242187500001,1.507809523809524,2.6867458866544798,3.8872483221476513,5.1163391933815925,6.489467455621302,8.147685185185185,10.307910750507101,13.573539518900345,16.420426829268287,20.919305555555546,20230413_C04,20230414,C04,P3,"100 nM
Bran.",NA,NA,NA,NA,141.07336923050724,4.294181207402602,29,"PMS1
delta PE",1.2184324995712958
20230413_C05.fsa,NA,NA,NA,144.64359805188542,1123,141.64359805188542,990,36,36,23,128.64359805188542,163.64359805188542,146.14359805188542,144.9991665280205,146.14359805188542,1123,-13,22,3.3555684761350903,3.3555684761351023,5.939531687721338,6.592217723796671,10.877114870881567,10.877114870881567,-3.7198295541013544,-11.345760869565218,-7.541365979381443,-5.713567073170732,-3.1021935483870964,-0.9043434343434333,0.9761018609206663,2.693232413178985,4.424953445065177,6.284526315789475,8.461302681992338,11.604516129032259,14.397745901639338,19.076447368421057,0,0,0.3367286973555338,1.6029384756657485,2.802671415850401,4.019739292364991,5.27988047808765,6.642947368421051,8.183397190293743,10.075514018691589,13.024161073825505,15.64754901960784,19.810789473684203,20230413_C05,20230414,C05,P3,"100 nM
Bran.",NA,NA,NA,NA,141.07336923050724,3.9257972975132702,29,"PMS1
delta PE",1.1139071182588944
20230413_C06.fsa,NA,NA,NA,144.8492761407239,1402,140.8492761407239,1228,35,34,23,129.8492761407239,162.8492761407239,146.3492761407239,145.4102236212065,146.3492761407239,1402,-11,22,4.560947480482611,4.560947480482612,6.194552874378992,6.9068535293112285,11.51997146932953,11.51997146932953,-2.9609261939218525,-9.691297709923663,-5.920960698689957,-3.86640826873385,-1.4340234023402338,0.4151029748283757,2.0853237410071945,3.7011412268188306,5.363522992985191,7.230797433547205,9.509875141884223,12.758899082568806,15.315044247787608,19.471333333333334,0,0,0.40221205186880254,1.7097151205259316,2.9769064748201446,4.234623813002192,5.5514419329696025,6.99477234401349,8.681262939958593,10.750198675496689,13.76128364389234,16.06857707509881,19.887249999999995,20230413_C06,20230414,C06,P3,"100 nM
Bran.",NA,NA,NA,NA,141.07336923050724,4.336854390699273,29,"PMS1
delta PE",1.2305406037423996
20230413_C07.fsa,NA,NA,NA,165.224894023526,718,157.224894023526,441,40,40,29,146.224894023526,185.224894023526,165.724894023526,164.89126706911065,165.724894023526,718,-11,28,7.666373045584663,7.666373045584673,8.835719004624533,9.645100394714262,15.231197771587745,15.231197771587743,-3.3049792531120334,-9.489718309859155,-5.240730337078651,-2.6175384615384614,0.6015296367112815,2.9864093959731552,4.99184247538678,6.906993006993007,8.861102831594636,10.996822742474917,13.671269487750557,17.331046931407943,20.48935483870967,25.67256756756757,0,0.2709369024856597,1.3558303886925795,3.315562403697997,5.014406779661018,6.653986013986015,8.29806259314456,10.035785953177257,12.074409448818898,14.583412322274883,18.050216450216453,21.146212121212113,25.938648648648645,20230413_C07,20230414,C07,P6,"100 nM
Bran.",NA,NA,NA,NA,156.95367332425215,7.937593744858503,29,"PMS1
delta PE",1.1860941440949235
20230413_C08.fsa,NA,NA,NA,165.29907300638575,836,157.29907300638575,446,39,39,29,147.29907300638575,185.29907300638575,166.29907300638575,165.2839646636649,166.29907300638575,836,-10,28,7.9848916572791495,7.9848916572791735,8.952753296666888,9.70704845814978,14.748803827751196,14.748803827751196,-3.0801349641501474,-8.629358974358974,-4.560208333333333,-2.0481481481481483,1.1787234042553192,3.424078947368422,5.386989795918368,7.29366028708134,9.128644501278773,11.147457627118646,13.744664031620555,17.4121875,20.259848484848483,25.419253731343282,0,0.3946096654275094,1.544353518821604,3.4647368421052636,5.180867346938776,6.8613026819923375,8.45476772616137,10.12103825136612,12.041796200345424,14.554880694143169,18.01594202898551,20.745959595959594,25.706567164179102,20230413_C08,20230414,C08,P6,"100 nM
Bran.",NA,NA,NA,NA,156.95367332425215,8.330291339412753,29,"PMS1
delta PE",1.244773931984378
20230413_C09.fsa,NA,NA,NA,164.52356545830625,790,157.52356545830625,435,49,44,29,129.52356545830625,185.52356545830625,163.13720182194263,165.25979985729177,164.02356545830625,790,-28,28,7.736234398985516,7.736234398985517,9.436160982446774,9.985795234029341,15.30759493670886,15.307594936708862,-5.023668639053255,-21.135283018867923,-5.982880434782609,-2.810714285714285,0.9050980392156864,3.388905325443788,5.461192052980133,7.385549872122763,9.319787516600266,11.429384615384617,14.004958677685954,17.715181518151816,20.87425,25.729480519480518,0,0.4100980392156864,1.5949740034662045,3.657692307692308,5.423708609271524,7.080818414322251,8.732947232947232,10.463649222065063,12.444425385934823,14.872727272727275,18.468560606060606,21.4929012345679,26.002125000000007,20230413_C09,20230414,C09,P6,"100 nM
Bran.",NA,NA,NA,NA,156.95367332425215,8.306126533039617,29,"PMS1
delta PE",1.2411630473443158
20230413_C10.fsa,NA,NA,NA,158.2790438102921,835,150.2790438102921,472,41,41,30,139.2790438102921,179.2790438102921,159.2790438102921,158.34104053696967,159.2790438102921,835,-11,29,8.061996726677563,8.061996726677577,9.13747954173486,9.88717446936625,14.911377245508982,14.911377245508982,-3.3376676147907354,-9.60576923076923,-4.952222222222222,-2.172897196261682,1.1175496688741728,3.4663394109396926,5.49811320754717,7.382634730538922,9.247741935483871,11.337138508371387,13.916201117318437,17.619565217391305,20.73108108108108,26.34191176470588,0,0.36768642447418737,1.552317880794702,3.555680224403927,5.32805031446541,6.98195302843016,8.584146341463414,10.294052558782848,12.268666666666668,14.74587737843552,18.284014869888477,21.347552447552445,26.63441176470587,20230413_C10,20230414,C10,P14,"100 nM
Bran.",NA,NA,NA,NA,150.57864927402295,7.762391262946721,29,"PMS1
delta PE",1.1351487455262566
20230413_C11.fsa,NA,NA,NA,157.314717033115,751,150.314717033115,430,37,37,28,141.314717033115,177.314717033115,159.314717033115,158.30912419195167,159.314717033115,751,-9,27,7.99440715883668,7.994407158836689,8.857046979865771,9.538156339692723,14.773635153129161,14.773635153129161,-2.900702106318957,-8.188607594936709,-4.18298969072165,-1.6558823529411761,1.3557858376511231,3.4955489614243334,5.385752688172044,7.183195592286501,9.071651090342678,11.195164075993095,13.6875,17.110714285714288,19.814903846153843,24.822058823529407,0,0.33672199170124495,1.4708117443868742,3.362314540059347,5.05483870967742,6.641011984021305,8.26923076923077,10.046835443037974,12.005992509363296,14.362758620689656,17.669285714285714,20.259477124183007,25.057096774193557,20230413_C11,20230414,C11,P14,"100 nM
Bran.",NA,NA,NA,NA,150.57864927402295,7.730474917928717,29,"PMS1
delta PE",1.130481395249556
20230413_C12.fsa,NA,NA,NA,160.34256824257326,845,150.34256824257326,432,37,37,27,140.34256824257326,176.34256824257326,158.34256824257326,158.62081497551893,158.34256824257326,845,-10,26,8.27824673294566,8.278246732945664,9.258800725317327,9.981849241938928,15.62603550295858,15.62603550295858,-3.300084175084175,-8.9407,-4.6709745762711865,-1.9443835616438352,1.4791245791245795,3.8387919463087257,5.842804428044281,7.800606060606061,9.697988165680474,11.730291005291006,14.10715532286213,17.501977401129945,20.312387387387385,24.032659574468077,0,0.5026951672862454,1.7321548821548822,3.779597315436242,5.549446494464945,7.2758787878787885,8.955621301775148,10.65959595959596,12.547330447330449,14.785689354275743,18.062629757785466,20.750225225225222,24.239468085106388,20230413_C12,20230414,C12,P14,"100 nM
Bran.",NA,NA,NA,NA,150.57864927402295,8.042165701495975,29,"PMS1
delta PE",1.1760621177322508
20230413_D01.fsa,NA,NA,NA,129.25483088042938,1466,126.25483088042938,1294,36,29,18,115.25483088042938,143.25483088042938,129.25483088042938,129.19595783365713,129.25483088042938,1466,-11,17,2.9411269532277515,2.941126953227758,4.78350081548903,5.219038817005545,8.59481582537517,8.594815825375171,-2.808179631114675,-9.808857142857143,-6.0020900321543404,-4.184703947368421,-1.9832614322691975,-0.4118238021638322,1.001261387526279,2.3243519781718964,3.6409859154929576,5.065025041736227,6.779820179820181,9.415514018691587,11.626576576576573,15.18359649122807,0,0,0.08243045387994155,1.1073580939032936,2.090586630286494,3.051690140845071,4.0456968773800455,5.128213689482471,6.361838161838162,7.9490729295426465,10.422843822843824,12.46127819548872,15.617017543859653,20230413_D01,20230414,D01,CC4,"200 nM
Bran.",NA,NA,NA,NA,125.81332377408606,3.3826340595710747,29,WT,0.6936156335592498
20230413_D02.fsa,NA,NA,NA,128.49618219209074,1375,125.49618219209074,1085,33,29,18,114.49618219209074,142.49618219209074,128.49618219209074,129.07574327233937,128.49618219209074,1375,-11,17,3.5795610802486237,3.5795610802486113,5.132060942742424,5.551559761654399,9.374545454545455,9.374545454545455,-2.8220355928814236,-9.783545454545454,-5.700778816199377,-3.6316720257234727,-1.3061269146608314,0.36734197730956325,1.7701559020044546,3.098596750369276,4.4394117647058815,5.801594533029614,7.4723358449946184,9.925577557755776,11.908269720101778,15.019380530973445,0,0,0.27674230145867107,1.3964365256124722,2.4461818181818185,3.4911373707533238,4.5422794117647065,5.610478359908884,6.817084078711987,8.38200782268579,10.68343195266272,12.528973509933774,15.365929203539823,20230413_D02,20230414,D02,CC4,"200 nM
Bran.",NA,NA,NA,NA,125.81332377408606,3.2624194982533083,29,WT,0.6689654060610845
20230413_D03.fsa,NA,NA,NA,128.59396357858773,1562,125.59396357858773,1279,34,27,17,115.59396357858773,141.59396357858773,128.59396357858773,128.90426876253423,128.59396357858773,1562,-10,16,3.3103051839464968,3.3103051839464883,4.792119565217392,5.21730937478969,8.51280409731114,8.51280409731114,-2.5518358531317493,-8.808188976377952,-5.332075471698113,-3.557879656160458,-1.4199813258636786,0.1298664792691504,1.4511690046760188,2.69910371318822,3.9701612903225802,5.386305732484078,7.050980392156864,9.445117845117846,11.38351063829787,14.395942028985509,0,0,0.14539704848910762,1.1802271209084838,2.165620998719591,3.122715053763441,4.130419075144509,5.224840764331209,6.467427007299271,7.982788671023966,10.203105590062112,11.952260638297872,14.70586956521739,20230413_D03,20230414,D03,CC4,"200 nM
Bran.",NA,NA,NA,NA,125.81332377408606,3.0909449884481717,29,WT,0.6338042273278363
20230413_D04.fsa,NA,NA,NA,136.10289970716627,676,132.10289970716627,516,36,33,24,104.10289970716627,156.10289970716627,138.55744516171174,137.33144180162213,139.10289970716627,676,-28,24,5.228542094455861,5.228542094455852,6.332238193018481,6.871003173053453,11.121301775147929,11.121301775147929,-2.606692531522793,-7.612,-4.07909604519774,-2.3972602739726026,-0.22093023255813948,1.4235474006116213,2.8857566765578637,4.335356600910471,5.846761453396525,7.553435114503818,9.657957244655584,12.762295081967213,15.297297297297293,20.357894736842113,0,0,0.5204116638078904,1.8253822629969423,3.046153846153847,4.264946889226101,5.529225908372828,6.88824531516184,8.496328293736502,10.470655270655271,13.468932038834954,15.819594594594589,20.764736842105254,20230413_D04,20230414,D04,CC5,"200 nM
Bran.",NA,NA,NA,NA,133.31509680901274,4.01634499260939,29,WT,0.603371392783604
20230413_D05.fsa,NA,Low,NA,135.18240596531538,469,132.18240596531538,342,28,28,21,125.18240596531538,152.18240596531538,138.68240596531538,137.5165416656313,138.68240596531538,469,-7,20,5.334135700315926,5.334135700315932,6.2232586129080785,6.829836415362731,10.991471215351812,10.991471215351812,-2.1648351648351647,-6.828360655737705,-3.924869109947644,-2.325974025974026,-0.10409356725146168,1.5936170212765965,3.0509635974304072,4.474304068522484,5.923348017621145,7.605205479452056,9.71808118081181,12.686096256684493,14.844160583941605,18.415531914893613,0,0,0.5830687830687831,1.9569739952718679,3.161027837259101,4.365310492505354,5.585903083700441,6.915403422982884,8.499386503067486,10.523265306122449,13.275949367088607,15.301010101010098,18.6331914893617,20230413_D05,20230414,D05,CC5,"200 nM
Bran.",NA,NA,NA,NA,133.31509680901274,4.201444856618565,29,WT,0.6311787556861396
20230413_D06.fsa,NA,Low,NA,137.21895622201114,457,132.21895622201114,291,31,31,22,122.21895622201114,153.21895622201114,138.18669815749502,137.97945696323995,138.21895622201114,457,-10,21,5.76050074122881,5.7605007412287925,6.610113655081535,7.113279030119341,10.551422319474836,10.551422319474836,-2.38134810710988,-8.268125,-3.753515625,-1.8109649122807017,0.389317507418398,2.0559907834101385,3.4517162471395886,4.8041575492341355,6.219946091644204,7.995924764890284,10.262348178137653,13.46241610738255,15.86116071428571,19.191842105263156,0,0,0.7029673590504453,2.11705069124424,3.3311212814645312,4.515536105032822,5.702981651376147,7.085893416927899,8.812027491408935,10.903643724696359,13.993959731543626,16.261413043478257,19.400263157894738,20230413_D06,20230414,D06,CC5,"200 nM
Bran.",NA,NA,NA,NA,133.31509680901274,4.664360154227211,29,WT,0.700722046507255
20230413_D07.fsa,NA,NA,NA,134.40015487333955,1361,130.40015487333955,1142,38,37,25,118.40015487333955,154.40015487333955,136.40015487333955,135.0118600876312,136.40015487333955,1361,-12,24,4.611705214291646,4.611705214291636,6.657796568017906,7.390670870936175,12.515062454077883,12.515062454077883,-3.590631364562118,-10.888658536585366,-7.1793010752688176,-4.835139092240117,-1.872762271414822,0.29197431781701544,2.15483870967742,3.9448934606906683,5.728667163067759,7.625270157938488,9.883282674772039,13.289843750000001,16.137847222222216,21.074423076923075,0,0,0.5597110754414126,1.9749244712990937,3.3476855253490085,4.7002207505518765,6.068672839506173,7.525685785536159,9.18115501519757,11.285597826086958,14.47744874715262,17.164377682403426,21.625576923076917,20230413_D07,20230414,D07,CC6,"200 nM
Bran.",NA,NA,NA,NA,130.22101209127123,4.7908479963599575,29,WT,0.6929940943138999
20230413_D08.fsa,NA,NA,NA,133.44594341200693,1382,130.44594341200693,1133,36,35,23,118.44594341200693,152.44594341200693,135.44594341200693,135.00344688876532,135.44594341200693,1382,-12,22,4.557503476758399,4.557503476758397,6.586413249610182,7.3670808491669915,11.986251808972504,11.986251808972504,-3.481127982646421,-10.603591549295775,-6.909694989106754,-4.7773039889958735,-1.9693171188026188,0.16507293354943356,2.012011577424024,3.741899852724594,5.572545889864325,7.611336405529955,10.036138613861386,13.484180790960453,16.1810294117647,19.926166666666667,0,0,0.5362236628849271,1.9218702865761692,3.2276141384388812,4.571494252873563,5.9860335195530725,7.555944700460828,9.317152466367714,11.525905292479111,14.664410480349346,17.03817204301075,20.353412698412697,20230413_D08,20230414,D08,CC6,"200 nM
Bran.",NA,NA,NA,NA,130.22101209127123,4.782434797494091,29,WT,0.6917771287301945
20230413_D09.fsa,NA,NA,NA,134.41027018918405,1123,130.41027018918405,969,36,36,24,118.41027018918405,153.41027018918405,135.91027018918405,134.98037129655046,135.91027018918405,1123,-12,23,4.570101107366412,4.570101107366394,6.721954742416948,7.507554417413572,12.909171861086376,12.909171861086376,-3.6520673312632783,-10.855244755244755,-7.2859237536656885,-5.095505617977528,-2.1146732429099875,0.1101278269419868,2.073909171861087,3.923419412288513,5.785650224215246,7.755778894472362,10.063945578231294,13.435064935064934,16.25551470588235,20.541739130434784,0,0,0.5830875122910523,2.043633125556545,3.434550311665183,4.831390134529149,6.238489871086556,7.738693467336683,9.423305588585018,11.516616314199396,14.654639175257733,17.24229074889868,20.989565217391306,20230413_D09,20230414,D09,CC6,"200 nM
Bran.",NA,NA,NA,NA,130.22101209127123,4.759359205279225,29,WT,0.6884392542787721
20230413_D10.fsa,NA,NA,NA,145.90801253244982,692,140.90801253244982,551,35,33,23,130.90801253244982,162.90801253244982,146.90801253244982,145.57012410115067,146.90801253244982,692,-10,22,4.662111568700851,4.662111568700861,6.122613253463123,6.796272266131886,11.25,11.25,-2.828861493836113,-8.761518987341772,-5.565296803652968,-3.6155619596541784,-1.1387351778656125,0.7355263157894748,2.355197657393851,3.9221732745961817,5.502954898911353,7.264716636197442,9.327111111111114,12.174901960784315,14.789542483660124,19.357500000000005,0,0,0.4879934210526316,1.8066165413533835,3.053010279001469,4.293063583815029,5.557542768273716,6.932450331125827,8.500770712909443,10.350000000000001,13.050738916256158,15.596564885496182,19.81729166666667,20230413_D10,20230414,D10,P3,"200 nM
Bran.",NA,NA,NA,NA,141.07336923050724,4.496754870643429,29,"PMS1
delta PE",1.2759108226621672
